id,이름,로스터리,타입,로스팅 포인트,지속가능성,컵 노트,바디감,신맛,단맛,쓴맛,커피 소개,나라,로스터리 소개,로스터리 주소,이름.1,식품의 유형,제조원 및 소재지,유통기한,제조일자,내용량,보관 방법,원재료 및 함량,제품문의 관련 주소 및 전화번호,카페인,로스터리ID
1002,호이스트,폰트커피,블렌드,미디엄,,"['감귤류', '사과', '카카오']",3,3,4,1,"커피가 가지고 있는 본연의 풍미를 최대한 살리기 위해 미디엄 로스팅 했습니다. 잘 익은 과일의 다채롭고 산뜻한 풍미, 시럽과 같은 촉감을 가진 깨끗한 커피입니다.","온두라스, 에티오피아, 에티오피아","PONT 는 프랑스어로 다리나 교량 또는 중개 역할, 매개자라는 뜻의 비유적 표현으로 사용됩니다. 작게는 커피와 사람을 잇는 다리의 역할을, 넓게는 산업과 소비자와의 거리를 좁힐 수 있는 중간자 역할을 충실히 할 수 있는 집단이 필요합니다. PONT는 이러한 산업의 요구에 맞춰 만들어진 로스터리 입니다. 더 나아가 커피 산지와 소비자 사이의 매개체 역할을 충실히 하는 것을 목표로 합니다. 커피를 찾는 이들에게 좋은 품질의 커피를 널리 알리고, 그로인해 발생한 수익이 선순환 되어 폰트커피와 연결되어 있는 모든 구성원들의 삶의 질을 향상시킬 수 있기를 바랍니다.","경기도 파주시 탄현면 소리개길 164-17, 3동",호이스트,커피,"[폰트오피스] 경기도 파주시 탄현면 소리개길 164-17, 3동",제조일로부터 1년,주문일로부터 7일이내,200g / 1kg,직사광선을 피하고 밀봉하여 실온보관,"커피원두 100%(온두라스 65%, 에티오피아 35%)",[폰트오피스] 031-946-8549,1,101
1055,콜롬비아 디카페인,프레이저 커피,디카페인,미디엄다크,,"['사과', '탠저린', '화이트 초콜릿']",3,3,4,2,사과잼과 탠저린의 향긋함과 부드러운 화이트 초콜릿의 풍미,안티오키아,"프레이저 커피는 숲과 바다, 해변, 자연이 어우러진 지상낙원이라 불리는 프레이저 아일랜드를 모티프로 시작되었습니다.  한잔의 커피를 즐기는 이 순간, 일상의 여유와 함께 기억될만한 추억으로 만들어주고 우리의 가치와 철학이 고스란히 전해지길 원합니다.",경기 성남시 분당구 구미로9번길 25,콜롬비아 디카페인,커피,"경기도 성남시 중원구 사기막골로 124, skn테크노파크 메가센터 1411호, (주)프레이저커피",제조일로부터 1년,주문시 로스팅,200g / 1kg,실온보관,커피원두 100%(콜롬비아 100%),코케 고객센터 070-4647-1868,0,102
4443,콜롬비아 수프리모 후일라 산 비센테 라 플라타,커스프 커피,싱글오리진,미디엄,,"['흑설탕', '자두', '살구', '바닐라']",3,4,3,2,"콜롬비아 후일라 산 비센테 라 플라타는 레지오날 플루소르 등급 (85점 이상, 수분율 10~11% 사이)의 마이크로랏 스페셜티입니다. 콜롬비아 커피의 특징인 고소함과 단맛을 적절히 받쳐주는 산미가 적절하게 균형을 갖추고 있으며, 콤롬비아 스페셜티의 전형적인 느낌을 갖추고 있습니다. 옅은 산미가 들어있는 균형감있는 커피를 선호하시는 분께 추천드립니다. ",후일라,"커스프는 스텀프타운에서 시작한 20년 경력의 대표 로스터 JAY가 창업한 뉴욕 브루클린의 로스터리 카페 입니다. 커스프는 한국에 로스터리를 구축하여 JAY가 만들어낸 커스프만의 특별한 로스팅 프로파일을 소개하고 있습니다. 뉴욕의 트렌디한 커피 커스프를 경험해보세요!  커스프는 주문 건에 대한 당일 로스팅으로 신선한 원두를 제공해드리고 있으며, 커스프팀 소속의 로스터, 바리스타 한명 한명은 매일매일 진심을 다해 커피를 볶습니다.",서울시 강남구 학동로31길 12 7F,콜롬비아 수프리모 후일라 산 비센테 라 플라타,커피,"서울시 강서구 공항대로 164, 411",제조일로부터 1년,주문 확인 후 제조,500g / 1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,커스프 커피 070-8098-8025,1,85
1476,다크 아이보리 블렌드,180커피로스터스,블렌드,다크,,"['캐슈넛', '구운 아몬드', '밀크 초콜릿']",5,1,4,2,기름진 견과류의 느낌과 진하고 어두운 늬앙스의 커피입니다.,"브라질, 콜롬비아","180커피로스터스는 180도 생각의 전환이라는 뜻을 가지고 있습니다. 우리는 단순한 카페 브랜드이기보다는 커피 로스팅과 커핑, 추출까지 이뤄지는 복합공간이자 올바르고 재밌는 커피 문화 확장을 위해 적극적인 응원을 지원하는 컬처 클럽과도 같습니다. 마니아뿐만 아니라 누구나 즐길 수 있는 스페셜티 커피 문화를 만들어가는데 최선을 다하고 있습니다.",경기 성남시 분당구 문정로144번길 4,다크 아이보리 블렌드,원두커피,경기도 성남시 분당구 문정로144번길 4,제품 별도 표기,제품 별도 표기,200g / 1kg,,"원두커피 100% (콜롬비아 70%, 브라질 30%)",코케 고객센터 070-4647-1868,1,0
3402,노 피어,피어 커피로스터스,블렌드,다크,,['null'],4,1,4,4,"묵직한 바디와 다크초콜릿의 쌉싸름함, 뒤에 은은하게 남는 카카오닙스의 여운, 명확한 커피의 기준을 제시하고자 출시된 이탈리아 스타일의 다크 로스팅 커피입니다.","브라질, 에티오피아, 인도","PEER : 당신의 삶속에 더욱 더 가까이 동료,친구 라는 의미를 가지고 있는 PEER는 피어커피의 가장 중요한 가치관으로 브랜드의 애티튜드를 함축적으로 표현합니다. 로스팅 팩토리에서는 철저한 생두 관리와 Quality Control을 책임지고 있지만, 매장에서는 고객들에게 쉽고 편안하게 다가가기 위해 많은 노력을 기울이고 있습니다. 피어 커피로스터스가 로스팅할 때 가장 중요하게 생각하는 부분은 '단맛'과 '클린컵'입니다. 단맛과 클린컵이 뛰어난 커피는 한 잔을 더 마셔도 부담스럽지 않으며, 피어커피로스터스가 지향하는 '편안하게 즐기는 스페셜티 커피'라는 목표에 다가갈 수 있는 방법이라고 생각하고 있습니다.",서울특별시 성동구 광나루로4가길 28 1층,노 피어,커피,서울특별시 성동구 광나루로4가길 28 1층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,피어 커피로스터스 010-4501-1464,1,104
186,포스트업,히떼 로스터리,블렌드,다크,,['초콜릿'],5,1,5,1,초콜릿처럼 견고하고 묵직한 단맛과 쌉싸름함을 중심으로 약간의 산미가 조화를 이루어 안정적이고 좋은 여운을 느낄 수 있습니다.,"브라질, 과테말라","히떼로스터리가 지향하는 커피는 마지막까지 편안하고 부드러운 커피입니다. 커피를 평가하는 우리의 첫번째 기준은, 언제나 clean cup, balance, sweetness 입니다. 아울러 생두가 가진 개성과 캐릭터를 존중하면서도 부담스럽지 않은 좋은 밸런스로 표현합니다. 우리는 단순히 인텐스가 좋은 커피 보다 ""밸런스 좋고 여운이 깔끔한 커피""를 완성하는 것에 가장 많은 시간과 노력을 기울입니다. 흔쾌히 한 잔을 다 비울 수 있는 커피는 생각보다 많지 않으니까요. 첫 만남의 강렬함보다 알수록 매력적이고 편안한 커피를 만들겠습니다. 마지막까지 기분 좋은 여운을 드릴 수 있도록 히떼의 팀원들은 계속 연구하며 성장할 것입니다.","부산광역시 부산진구 동성로 59, 2층",포스트업,커피,"히떼로스터리, 경상남도 밀양시 삼랑진읍 행곡로 16",제조일로부터 6개월,별도표시,200g,건냉한 곳에 밀폐보관,커피 원두100%,코케 고객센터 070-4647-1868,1,113
3241,클래식 골드 블렌드,전광수 커피,블렌드,다크,직접무역,['null'],4,1,4,3,"강볶음 특유의 초콜릿 향과 은은한 캬라멜 향이 좋은 커피입니다. 처음 접하더라도 부담스럽지 않은 향미를 보여 주며, 특히 우유를 희석한 음료 제조시 탁월한 향미를 제공합니다.","브라질, 콜롬비아, 과테말라, 온두라스",전광수커피는 1996년 창업 이후 커피 1세대 로스터가 운영하는 강배전 로스팅 전문 회사로써 일찍부터 국내에 핸드드립 커피를 전파하는데 앞장섰으며 고품질 원두를 제공하는 회사입니다.  식은 커피에서 근사함을 느껴보셨나요? 그러한 커피를 소개합니다.,경기도 하남시 조정대로 150 (아이테코) 오렌지존 226호,클래식 골드 블렌드,커피,경기도 하남시 조정대로 150 (아이테코) 오렌지존 226호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,전광수 커피 010-2936-0501,1,75
127,우일라 디카페인,스티머스 커피팩토리,디카페인,미디엄다크,,['초콜릿'],3,3,4,2,"말린 무화과, 건자두에 헤이즐넛의 달달한 향미를 더해 밸런스가 좋은 커피입니다.",퀸디오,"스티머스는 자연스런 깊이와 편안한 향이 느껴지는 로스터리 공방의 모습으로 로컬 속 사람과 환경에 깊이 스며들며, 모두가 함께 성장하고 마음을 나누는 단단한 커피 공동체를 지향해 왔습니다.  스페셜티 커피 본연의 가치를 지키며 커피가 가진 진정 특별한 이야기를 모두에게 나누는 메이커스, 즉 'Specialty Makers'라는 의미의 스티머스가 되고자 합니다.",서울특별시 강남구 신사동 526 두인빌딩 지층 2호,우일라 디카페인,원두,Steamerscoffee,제조일로부터 2달 이내,상품 뒷면 참조,200g,없음,Colombia 100%,코케 고객센터 070-4647-1868,0,46
4482,라이프 블렌드,디그리,블렌드,다크,,['null'],4,1,4,3,견과류의 구수함과 카카오가 느껴지는 다크로스팅 블렌드 산미가 없는 원두를 선호하는 고객층의 니즈와 가성비를 만족하는 블렌드,"브라질, 인도","경기도 안산에 ""degree""라는 커피회사로, 2014년도에 창업하여, 직영매장 3곳, 식품제조가공업 공장을 운영중입니다. 기센 W6, 트리니타스 T2를 이용하여 ""깨끗하고 좋은 단맛을 가진 커피""를 지향하여 생두 선별부터, 로스팅 QC까지 대표부터 팀원 모두 하고 있습니다. 직영 매장을 오랜 기간 운영함으로써 원두를 누구보다 가까이 체크하고, 손님들에게 피드백을 받음으로써 스페셜티 등급의 커피부터 커머셜 커피 까지, 데일리 커피를 제공하면서 로컬브랜드로 많은 사랑을 받고 있습니다. 단순히 납품처와 공급처의 관계가 아닌, 동반성장을 꿈꿉니다.",경기도 안산시 단원구 만해로 205 타원타크라3 a동 113호 114호,라이프 블렌드,커피,경기도 안산시 단원구 만해로 205 타원타크라3 a동 113호 114호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,디그리 01031660563,1,13
4774,브라질 핀할 카티구아,180커피로스터스,싱글오리진,라이트,,['null'],3,5,4,1,무산소 발효를 통하여 브라질에서 쉽게 느낄 수 없던 파파야 / 말린 자두 / 청사과 같은 맛과 향이 매력적입니다.,산 안토니오 도 앰파랍,"180커피로스터스는 180도 생각의 전환이라는 뜻을 가지고 있습니다. 우리는 단순한 카페 브랜드이기보다는 커피 로스팅과 커핑, 추출까지 이뤄지는 복합공간이자 올바르고 재밌는 커피 문화 확장을 위해 적극적인 응원을 지원하는 컬처 클럽과도 같습니다. 마니아뿐만 아니라 누구나 즐길 수 있는 스페셜티 커피 문화를 만들어가는데 최선을 다하고 있습니다.",경기 성남시 분당구 문정로144번길 4,브라질 핀할 카티구아,커피,경기 성남시 분당구 문정로144번길 4,제조일로부터 1년,주문 확인 후 제조,200g / 500g,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,180커피로스터스 010-4510-8597,1,0
104,딥씨 블렌드,502 커피로스터스,블렌드,미디엄,,"['귤', '포도', '초콜릿']",3,3,4,3,낮은 톤의 은은한 산미와 초콜릿의 깊은 여운을 가진 딥씨는 브루잉부터 에스프레소까지 어떤 종류의 추출에도 잘 어울리는 커피로 균형잡힌 맛과 향을 가지고 있습니다.,"콜롬비아, 에티오피아, 과테말라","(주)502커피로스터스는 2009년 설립된 스페셜티커피 로스팅 전문기업입니다. 최상의 커피를 제공하기 위해 엄격한 생두 선정 과정을 거치며 다년간 쌓아온 502커피로스터스만의 로스팅 기술과 철저한 품질관리를 기반으로 커피의 다양한 매력을 소개합니다. 커피를 마신다는 것은 단순한 행위 이상입니다. 우리는 생산자와 소비자, 커피와 매개된 모든 관계를 소중히 여기며 소통합니다. 한잔의 커피가 모두에게 즐거움이길 바랍니다.",서울시 강남구 테헤란로 142 캐피탈타워 1층,딥씨 블렌드,볶은 커피,"(주)502커피로스터스, 서울 금천구 가산디지털1로 159-20",제조일로부터 1년,별도표기,200g / 1kg,서늘한 곳에 밀폐보관,커피원두 100%,코케 고객센터 070-4647-1868,1,1
1477,율 디캐프,180커피로스터스,디카페인,라이트,,"['녹차', '홍차', '흑설탕']",2,2,3,1,"구수한 녹차, 홍차, 블랙 슈가의 늬앙스를 낮에도 밤에도 부담없이 즐길 수 있는 디카페인 커피입니다.","콜롬비아, 과테말라","180커피로스터스는 180도 생각의 전환이라는 뜻을 가지고 있습니다. 우리는 단순한 카페 브랜드이기보다는 커피 로스팅과 커핑, 추출까지 이뤄지는 복합공간이자 올바르고 재밌는 커피 문화 확장을 위해 적극적인 응원을 지원하는 컬처 클럽과도 같습니다. 마니아뿐만 아니라 누구나 즐길 수 있는 스페셜티 커피 문화를 만들어가는데 최선을 다하고 있습니다.",경기 성남시 분당구 문정로144번길 4,율 디캐프,원두커피,경기도 성남시 분당구 문정로144번길 4,제품 별도 표기,제품 별도 표기,200g / 1kg,,"원두커피 100% (콜롬비아 50%, 과테말라 50%)",코케 고객센터 070-4647-1868,0,0
4717,"DEEP, DEEPLY 딥 딥플리",카페플롬,블렌드,미디엄다크,,['null'],4,2,5,2,"다크 초콜렛의 단맛에 더불어 은은한 사과,오렌지 산미로 매일 마셔도 부담없는 커피입니다.",,FLAM 노르웨이어로 플롬이라고 읽는 이곳은 노르웨이의 유명 관광지이자 아름다운 항구마을인 플롬을 사용하여 편안하고 꾸밈없는 원재료 맛을 지향하고 있습니다. 좋은 싱글오리진 원두를 제철에 맞춰 합리적인 가격으로 납품 및 제공하고 있습니다. 한가지 콩으로 로스팅하여 보다 쉬운 추출 / 균일성 / 누구나 매일매일 마셔도 편안한 커피입니다. 카페라는 공간은 커피도 물론 중요하지만 쉬는 시간을 할애할 수 있는 자기 자신에게 가치를 부여해주는 의미있는 공간입니다. 여기 플롬에서 커피를 마시는 순간만큼은 바쁜 삶속에서 정말 행복하고 기억에 남게 만들어드리고 싶습니다.,서울특별시 마포구 동교로38길 33 201호,"DEEP, DEEPLY 딥 딥플리",커피,서울특별시 관악구 조원로 2길 7 1층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,카페플롬 010-4155-8282,1,83
3013,일랑일랑 블렌드,어나더룸,블렌드,라이트미디엄,,['null'],3,4,4,1,과일 티를 마시는 듯 한 상큼하고 깔끔한 단맛 꽃 향의 여운이 길게 남는 커피,"코스타리카, 에티오피아","ANOTHER ROOM 어나더룸은  2019년 이래  ‘본질의 중요성’ 이라는 슬로건을 가지고 본질적인 가치를 국내에 전달하기 위해 달려온 회사입니다. 여러 파트너사들에게 원두 납품, 카페 컨설팅, 머신 유통 및 교육까지 전반적인 커피 관련 사업에 지원하며 파트너사의 비즈니스적 성장에 함께하고 있습니다. 좋은 품질 유지를 위한 신선한 운송 엄격한 기준을 통과해 생산된 커피 원두는 매주 로스팅 되어 어나더룸의 꼼꼼한 관리 절차를 거쳐 파트너사들에 빠르게 전달됩니다. 파트너사 관리 파트너사와 꾸준히 소통하며 전문 트레이너가 주기적으로 매장에 방문하여 커피 향미를 비롯해 매장 컨설팅 및 다양한 부분에 걸친 품질 확인, 유지보수 교육을 제공합니다. 이를 통해 파트너사는 어나더룸의 슬로건에 걸맞게 좋은 커피를 안정적이고 일관적으로 소비자에게 제공할 수 있습니다. 바리스타 트레이닝 바리스타의 능력은 단기간에 길러지지 않습니다. 체계적인 이론과 정교한 기술, 섬세한 감각의 개발만이 올바른 방향으로 바리스타의 능력을 향상시킵니다. 어나더룸은 체계적인 트레이닝을 통해 파트너사의 바리스타들이 소비자에게 최상의 커피와 서비스를 제공할 수 있도록 돕습니다.",경기도 구리시 아차산로432번길 18번지 201호,일랑일랑 블렌드,커피,구리시 아차산로 432번길 18 201호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,010-5134-1306,1,56
4837,블랙 스트림 4kg,루비아 커피,블렌드,미디엄다크,,['null'],5,1,4,3,입안에서 다채롭게 퍼지는 다크 로스팅의 풍미 콜롬비아와 과테말라 그리고 인도네시아 만델링과 로부스타의 풍미가 복합적으로 펼쳐집니다.  4kg단위로 주문이 가능 합니다.,"후일라,  빅토리카,  수마트라",루비아는 편안하지만 특별한 한 잔을 제공 합니다.  커피가 가진 깊고 진한 풍미에 스페셜티의 특별함을 더합니다. 풀시티로 로스팅 되는 루비아의 커피들과 함께 스페셜티 커피의 다음을 만나 보세요.,"경기도 성남시 중원구 사기막골로 124, 비즈센터 1412호 루비아",블랙 스트림 4kg,커피,"경기도 성남시 중원구 사기막골로 124, 비즈센터 1412호 루비아",제조일로부터 1년,주문 확인 후 제조,4kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,루비아 커피 010-2942-3069,1,24
3180,디카프 슬럽,슬러핀 커피,디카페인,미디엄,,['null'],3,3,4,1,천연사탕수수공법을 이용해 카페인을 제거한 E.A. 카우카 디카프 고소하고 깔끔한 맛,후일라,"호로록, 슬러핀커피입니다. 맛있는 커피는 생두 고르는 것 부터 시작합니다. Q-Grader, R-Grader가 제철 커피를 잘 고르고 로스팅까지 정성 껏 진행합니다. 우리들의 일이자 휴식인 커피, 오늘도 즐커하세요.",광주광역시 동구 준법로 14 1층 슬러핀커피로스터스,디카프 슬럽,디카페인 커피,광주 동구 준법로 14 1층 슬러핀커피로스터스,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,슬러핀 커피 010-2031-5959,0,47
4772,코스타리카 핀카 마초 워시드,폰트커피,싱글오리진,미디엄,,['null'],3,3,4,1,"잘 익은 사과의 상큼함과 복숭아나 살구의 향이 은은하게 퍼지고, 설탕을 입힌 바닐라의 풍미가 입안을 채웁니다.",타라수,"PONT 는 프랑스어로 다리나 교량 또는 중개 역할, 매개자라는 뜻의 비유적 표현으로 사용됩니다. 작게는 커피와 사람을 잇는 다리의 역할을, 넓게는 산업과 소비자와의 거리를 좁힐 수 있는 중간자 역할을 충실히 할 수 있는 집단이 필요합니다. PONT는 이러한 산업의 요구에 맞춰 만들어진 로스터리 입니다. 더 나아가 커피 산지와 소비자 사이의 매개체 역할을 충실히 하는 것을 목표로 합니다. 커피를 찾는 이들에게 좋은 품질의 커피를 널리 알리고, 그로인해 발생한 수익이 선순환 되어 폰트커피와 연결되어 있는 모든 구성원들의 삶의 질을 향상시킬 수 있기를 바랍니다.","경기도 파주시 탄현면 소리개길 164-17, 3동",코스타리카 핀카 마초 워시드,커피,"경기도 파주시 탄현면 소리개길 164-17, 3동",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,폰트커피 010-9483-1853,1,101
4313,세븐레이크,랑케커피,블렌드,미디엄,,['null'],3,3,4,3,세븐레이크는 밀크 초콜릿의 단맛에 고소함이 더해져 좋은 밸런스가 특징인 블렌드입니다.  샘플 주문 시 아메리카노 캔 같이 보내드립니다.,"콜롬비아, 에티오피아, 과테말라",매일 신선한 원두를 로스팅합니다. (주) 랑케는 안산을 대표하는 원두 로스팅 전문 회사입니다. 하이앤드 로스터기 기센 W30A Pro 모델을 아시아 최초로 도입하여 연150톤의 원두를 안정적으로 생산할 수 있습니다. 누구나 편하고 쉽게 커피를 즐길 수 있기를 바라는 마음으로 다양한 커피 취향을 가진 분들이 모두 즐길 수 있는 커피 브랜드를 만들고자 합니다. 한잔의 맛있는 커피로 기분 좋은 하루의 시작과 끝을 함께 하겠습니다.,경기 안산시 단원구 산단로 296 522호,세븐레이크,커피,경기 안산시 단원구 산단로 296 522호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,랑케커피 01089630224,1,20
235,딥 밸런스,디카커피랩,블렌드,미디엄,유기농,['초콜릿'],4,1,3,4,"누구나 좋아하는 다크한 향미의 올 라운더 커피이며, 쌉쌀하면서도 묵직한 단맛이 균형있게 퍼지는 느낌의 커피입니다.","브라질, 과테말라","디카커피랩은 국내 최초 디카페인 전문 로스터리입니다.  생두 선별부터 로스팅, 디게싱 과정에 이르는 전 생산 공정에 디카페인 커피에 최적화된 테크닉을 적용하여 가장 맛있는 디카페인 커피를 만들고 있습니다.  누구나 즐길 수 있는 맛있는 디카페인 커피를 통해 일상 속에서 더욱 행복한 시간을 선사해드립니다.",서울 강남구 영동대로 602 6층,딥 밸런스,커피,"주식회사 디카커피랩, 고양시 일산동구 은마길79번길 42",제조일로부터 1년,별도표기,1kg,서늘한 곳에 보관,"커피원두(브라질산 80%, 과테말라산 20%)",코케 고객센터 070-4647-1868,1,15
